"","X","Fips","year","qtr","state","gdp","revenuepop","rev_state_total","rev_local_total","popestimate","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","avg_wkly_wage"
"5557",5557,29,1983,2,"Missouri",65538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5558",5558,29,1983,3,"Missouri",65538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5559",5559,29,1983,4,"Missouri",65538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5560",5560,29,1984,1,"Missouri",74539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5561",5561,29,1984,2,"Missouri",74539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5562",5562,29,1984,3,"Missouri",74539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5563",5563,29,1984,4,"Missouri",74539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5564",5564,29,1985,1,"Missouri",77912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5565",5565,29,1985,2,"Missouri",77912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5566",5566,29,1985,3,"Missouri",77912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567",5567,29,1985,4,"Missouri",77912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5568",5568,29,1986,1,"Missouri",83330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5569",5569,29,1986,2,"Missouri",83330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5570",5570,29,1986,3,"Missouri",83330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5571",5571,29,1986,4,"Missouri",83330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5572",5572,29,1987,1,"Missouri",88912,1266.45778129326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5573",5573,29,1987,2,"Missouri",88912,1266.45778129326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5574",5574,29,1987,3,"Missouri",88912,1266.45778129326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5575",5575,29,1987,4,"Missouri",88912,1266.45778129326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5576",5576,29,1988,1,"Missouri",95760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5577",5577,29,1988,2,"Missouri",95760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5578",5578,29,1988,3,"Missouri",95760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5579",5579,29,1988,4,"Missouri",95760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5580",5580,29,1989,1,"Missouri",101412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5581",5581,29,1989,2,"Missouri",101412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5582",5582,29,1989,3,"Missouri",101412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5583",5583,29,1989,4,"Missouri",101412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5584",5584,29,1990,1,"Missouri",103566,NA,NA,NA,5128880,133507,2233957,2239944,2261782,11995553972,0,411
"5585",5585,29,1990,2,"Missouri",103566,NA,NA,NA,5128880,133154,2280143,2303417,2322362,12384508654,0,414
"5586",5586,29,1990,3,"Missouri",103566,NA,NA,NA,5128880,137176,2252108,2271608,2311365,12025029980,0,406
"5587",5587,29,1990,4,"Missouri",103566,NA,NA,NA,5128880,139152,2299701,2295530,2290511,13047465151,0,437
"5588",5588,29,1991,1,"Missouri",109162,NA,NA,NA,5170800,143877,2190438,2193865,2216774,12172276646,0,426
"5589",5589,29,1991,2,"Missouri",109162,NA,NA,NA,5170800,137052,2231447,2250734,2267290,12526412518,0,428
"5590",5590,29,1991,3,"Missouri",109162,NA,NA,NA,5170800,140561,2211574,2527229,2275332,12317795929,0,405
"5591",5591,29,1991,4,"Missouri",109162,NA,NA,NA,5170800,138335,2264134,2262825,2257672,13483586427,0,459
"5592",5592,29,1992,1,"Missouri",115288,1661.48690797074,NA,NA,5217101,139490,2195192,2318042,2226505,12667700950,0,434
"5593",5593,29,1992,2,"Missouri",115288,1661.48690797074,NA,NA,5217101,140214,2262895,2288393,2297798,13077426208,0,441
"5594",5594,29,1992,3,"Missouri",115288,1661.48690797074,NA,NA,5217101,140958,2243412,2251365,2297042,12870886331,0,437
"5595",5595,29,1992,4,"Missouri",115288,1661.48690797074,NA,NA,5217101,141530,2301091,2297159,2298854,14729130969,0,493
"5596",5596,29,1993,1,"Missouri",118906,NA,NA,NA,5271175,141229,2227031,2242252,2265424,12858766804,0,441
"5597",5597,29,1993,2,"Missouri",118906,NA,NA,NA,5271175,142165,2313724,2337359,2357948,13688558152,0,451
"5598",5598,29,1993,3,"Missouri",118906,NA,NA,NA,5271175,142778,2300095,2299022,2352760,13609158881,0,452
"5599",5599,29,1993,4,"Missouri",118906,NA,NA,NA,5271175,143997,2366202,2370485,2375787,15419328088,0,500
"5600",5600,29,1994,1,"Missouri",130567,NA,NA,NA,5324497,145050,2281370,2294501,2328125,13889724869,0,464
"5601",5601,29,1994,2,"Missouri",130567,NA,NA,NA,5324497,146488,2384960,2409303,2433600,14513784483,0,463
"5602",5602,29,1994,3,"Missouri",130567,NA,NA,NA,5324497,147383,2376057,2386626,2438328,14773377390,0,473
"5603",5603,29,1994,4,"Missouri",130567,NA,NA,NA,5324497,148417,2442472,2446110,2456562,15940335577,0,501
"5604",5604,29,1995,1,"Missouri",140060,NA,NA,NA,5378247,149670,2370044,2386009,2423447,15221838461,0,489
"5605",5605,29,1995,2,"Missouri",140060,NA,NA,NA,5378247,150209,2451481,2466412,2487187,15609248903,0,486
"5606",5606,29,1995,3,"Missouri",140060,NA,NA,NA,5378247,151235,2425414,2431059,2484237,15308157151,0,481
"5607",5607,29,1995,4,"Missouri",140060,NA,NA,NA,5378247,151519,2471611,2476429,2485731,16814968843,0,522
"5608",5608,29,1996,1,"Missouri",148257,NA,NA,NA,5431553,152500,2410842,2422357,2457268,15972753869,0,506
"5609",5609,29,1996,2,"Missouri",148257,NA,NA,NA,5431553,153262,2486731,2512169,2524115,16439210453,0,504
"5610",5610,29,1996,3,"Missouri",148257,NA,NA,NA,5431553,153690,2471547,2484172,2527029,15996605903,0,493
"5611",5611,29,1996,4,"Missouri",148257,NA,NA,NA,5431553,154380,2527691,2537960,2540928,17917945739,0,544
"5612",5612,29,1997,1,"Missouri",163526,2329.44756796745,NA,NA,5481193,154518,2473374,2486905,2526120,17148399938,0,529
"5613",5613,29,1997,2,"Missouri",163526,2329.44756796745,NA,NA,5481193,155106,2553314,2576768,2592271,17409920338,0,520
"5614",5614,29,1997,3,"Missouri",163526,2329.44756796745,NA,NA,5481193,156262,2525933,2538337,2581271,17220698639,0,520
"5615",5615,29,1997,4,"Missouri",163526,2329.44756796745,NA,NA,5481193,156974,2595020,2600463,2605164,19300147380,0,571
"5616",5616,29,1998,1,"Missouri",170692,NA,NA,NA,5521765,158363,2543333,2563304,2580812,18088727189,0,543
"5617",5617,29,1998,2,"Missouri",170692,NA,NA,NA,5521765,159881,2605344,2634396,2647997,18596977926,0,544
"5618",5618,29,1998,3,"Missouri",170692,NA,NA,NA,5521765,160445,2580810,2586720,2630045,18216084061,0,539
"5619",5619,29,1998,4,"Missouri",170692,NA,NA,NA,5521765,160674,2632742,2634175,2650599,20503875486,0,598
"5620",5620,29,1999,1,"Missouri",178605,NA,NA,NA,5561948,159496,2560822,2582868,2609500,18796264390,0,559
"5621",5621,29,1999,2,"Missouri",178605,NA,NA,NA,5561948,160931,2650930,2665238,2686021,19602844149,0,565
"5622",5622,29,1999,3,"Missouri",178605,NA,NA,NA,5561948,161206,3234996,2626793,2675474,19325591262,0,522
"5623",5623,29,1999,4,"Missouri",178605,NA,NA,NA,5561948,159851,2679194,2683581,2693683,21571617911,0,618
"5624",5624,29,2000,1,"Missouri",175948,NA,NA,NA,5607285,160060,2615530,2620128,2653355,20562347568,0,601
"5625",5625,29,2000,2,"Missouri",175948,NA,NA,NA,5607285,160926,2684392,2708520,2732068,20896847645,0,594
"5626",5626,29,2000,3,"Missouri",175948,NA,NA,NA,5607285,161535,2649616,2655826,2694069,20450071766,0,590
"5627",5627,29,2000,4,"Missouri",175948,NA,NA,NA,5607285,162280,2698266,2697372,2688543,22074346104,0,630
"5628",5628,29,2001,1,"Missouri",180977,NA,NA,NA,5641142,162944,2612617,2624869,2652885,21354574127,10183741136,625
"5629",5629,29,2001,2,"Missouri",180977,NA,NA,NA,5641142,162805,2676493,2690536,2702453,21353399805,3196517677,611
"5630",5630,29,2001,3,"Missouri",180977,NA,NA,NA,5641142,163317,2619291,2629613,2662480,20744404326,1973517772,605
"5631",5631,29,2001,4,"Missouri",180977,NA,NA,NA,5641142,163416,2654620,2655471,2653180,22557315371,1597907578,654
"5632",5632,29,2002,1,"Missouri",187543,2662.10737546207,NA,NA,5674825,164897,2574359,2581021,2603486,21574102334,9990688279,642
"5633",5633,29,2002,2,"Missouri",187543,2662.10737546207,NA,NA,5674825,164700,2639536,2654586,2666730,21601441331,3048799037,626
"5634",5634,29,2002,3,"Missouri",187543,2662.10737546207,NA,NA,5674825,166361,2591869,2608013,2649808,21092463948,1943528247,620
"5635",5635,29,2002,4,"Missouri",187543,2662.10737546207,NA,NA,5674825,165609,2651291,2653041,2651249,22736943282,1583156092,660
"5636",5636,29,2003,1,"Missouri",194611,NA,NA,NA,5709403,166490,2575376,2577891,2600698,21775874947,10374692134,648
"5637",5637,29,2003,2,"Missouri",194611,NA,NA,NA,5709403,165451,2631864,2645240,2653816,21954203510,3274944385,639
"5638",5638,29,2003,3,"Missouri",194611,NA,NA,NA,5709403,165810,2577037,2583974,2633120,21484328574,2001274963,636
"5639",5639,29,2003,4,"Missouri",194611,NA,NA,NA,5709403,165492,2641012,2635560,2634584,23170154942,1645384823,676
"5640",5640,29,2004,1,"Missouri",205847,2823.09447724904,12792.623,11061.482,5747741,167506,2564082,2562445,2598052,22249536880,10763028694,665
"5641",5641,29,2004,2,"Missouri",205847,2823.09447724904,12792.623,11061.482,5747741,167278,2639147,2653306,2666754,22460149835,3648868637,651
"5642",5642,29,2004,3,"Missouri",205847,2823.09447724904,12792.623,11061.482,5747741,167687,2591432,2600431,2653741,22279359812,2205189435,655
"5643",5643,29,2004,4,"Missouri",205847,2823.09447724904,12792.623,11061.482,5747741,168755,2665844,2665606,2667967,24562812444,1832169484,709
"5644",5644,29,2005,1,"Missouri",220734,2992.13779261979,13520.62,11846.91,5790300,167918,2591791,2606090,2637630,22809751457,12601977946,672
"5645",5645,29,2005,2,"Missouri",222751,2992.13779261979,13520.62,11846.91,5790300,168836,2679790,2690615,2701460,23731689472,5671411187,678
"5646",5646,29,2005,3,"Missouri",224961,2992.13779261979,13520.62,11846.91,5790300,170677,2631004,2644577,2696094,23867245039,3163137127,691
"5647",5647,29,2005,4,"Missouri",227916,2992.13779261979,13520.62,11846.91,5790300,171438,2694882,2699153,2700273,25381526967,2391790009,724
"5648",5648,29,2006,1,"Missouri",229786,3115.20237233288,14436.603,12430.628,5842704,170168,2634501,2647760,2680378,24951501254,13363289802,723
"5649",5649,29,2006,2,"Missouri",233699,3115.20237233288,14436.603,12430.628,5842704,170358,2712332,2727658,2742194,24911549850,5544094213,703
"5650",5650,29,2006,3,"Missouri",233398,3115.20237233288,14436.603,12430.628,5842704,172357,2659638,2668808,2724545,24070809579,3068520217,690
"5651",5651,29,2006,4,"Missouri",234296,3115.20237233288,14436.603,12430.628,5842704,173807,2727417,2734944,2738144,26346804175,2414856616,741
"5652",5652,29,2007,1,"Missouri",234599,3247,15094.326,13657.697,5887612,173073,2656008,2665030,2707685,25831680700,13634583425,742
"5653",5653,29,2007,2,"Missouri",240004,3247,15094.326,13657.697,5887612,174519,2730836,2752350,2761502,25991141972,5608806000,727
"5654",5654,29,2007,3,"Missouri",242980,3247,15094.326,13657.697,5887612,175608,2676443,2694137,2747569,25304676269,3139752365,719
"5655",5655,29,2007,4,"Missouri",244869,3247,15094.326,13657.697,5887612,176049,2744207,2750444,2746347,27849201669,2449287924,780
"5656",5656,29,2008,1,"Missouri",245735,3338,15679.279,13948.532,5923916,175095,2678374,2687942,2709649,26943236462,14404324579,770
"5657",5657,29,2008,2,"Missouri",249777,3338,15679.279,13948.532,5923916,175234,2736611,2756165,2761886,26947186414,6193802724,753
"5658",5658,29,2008,3,"Missouri",248096,3338,15679.279,13948.532,5923916,175433,2677626,2688519,2735962,25941578124,3372706333,739
"5659",5659,29,2008,4,"Missouri",256743,3338,15679.279,13948.532,5923916,175621,2731262,2717037,2701165,29755072488,2447025916,843
"5660",5660,29,2009,1,"Missouri",249958,3267,14821.535,14628.395,5961088,173123,2609317,2605500,2618318,26100233813,13964314961,769
"5661",5661,29,2009,2,"Missouri",248557,3267,14821.535,14628.395,5961088,172858,2634258,2642004,2641511,25712744740,6018193597,749
"5662",5662,29,2009,3,"Missouri",250656,3267,14821.535,14628.395,5961088,173709,2556205,2563458,2610223,24928735902,3123198417,744
"5663",5663,29,2009,4,"Missouri",252572,3267,14821.535,14628.395,5961088,173972,2607656,2604528,2598159,27618504689,2267141459,816
"5664",5664,29,2010,1,"Missouri",254463,3157,14311.93,14535.57,5996118,172712,2516650,2525450,2554706,25114035655,13450572461,763
"5665",5665,29,2010,2,"Missouri",255556,3157,14311.93,14535.57,5996118,173220,2592308,2610524,2610696,25808875328,6452640397,762
"5666",5666,29,2010,3,"Missouri",256517,3157,14311.93,14535.57,5996118,174303,2531540,2548424,2595107,25406698475,3452849660,764
"5667",5667,29,2010,4,"Missouri",256923,3157,14311.93,14535.57,5996118,174968,2602507,2600911,2595615,28366803797,2535147793,839
"5668",5668,29,2011,1,"Missouri",254025,3250,15073.448,14783.307,6010717,173146,2524069,2527324,2563053,25962362913,13679250452,787
"5669",5669,29,2011,2,"Missouri",255566,3250,15073.448,14783.307,6010717,173818,2603636,2615725,2617741,26276061926,6381671186,774
"5670",5670,29,2011,3,"Missouri",257944,3250,15073.448,14783.307,6010717,174778,2543586,2562007,2611285,26866716824,3596830082,803
"5671",5671,29,2011,4,"Missouri",261364,3250,15073.448,14783.307,6010717,175544,2615826,2618742,2617112,28070634135,2524295563,825
"5672",5672,29,2012,1,"Missouri",264255,3382,15672.834,15186.576,6025415,174985,2550970,2560598,2591737,27945589178,14371011574,837
"5673",5673,29,2012,2,"Missouri",265954,3382,15672.834,15186.576,6025415,176563,2618639,2635315,2635344,27021279224,6227364737,790
"5674",5674,29,2012,3,"Missouri",266328,3382,15672.834,15186.576,6025415,177885,2559691,2585239,2626368,26723533812,3425451137,794
"5675",5675,29,2012,4,"Missouri",268445,3382,15672.834,15186.576,6025415,179121,2639920,2644394,2640824,29633532857,2588928302,863
"5676",5676,29,2013,1,"Missouri",274661,3434,16164.587,15494.829,6042711,179540,2574965,2589792,2608080,28376803457,14620814034,842
"5677",5677,29,2013,2,"Missouri",273963,3434,16164.587,15494.829,6042711,179744,2648353,2668249,2668578,27786836047,6315822811,803
"5678",5678,29,2013,3,"Missouri",276073,3434,16164.587,15494.829,6042711,181244,2590777,2619038,2660796,27474072224,3547654813,806
"5679",5679,29,2013,4,"Missouri",278949,3434,16164.587,15494.829,6042711,182253,2673453,2674938,2670259,29938052261,2679747776,862
"5680",5680,29,2014,1,"Missouri",275824,3475,16282.248,15518.442,6060930,182288,2594358,2610315,2634285,29427793560,14957540413,866
"5681",5681,29,2014,2,"Missouri",280684,3475,16282.248,15518.442,6060930,183417,2682855,2702237,2701642,28686302830,6468295759,819
"5682",5682,29,2014,3,"Missouri",285203,3475,16282.248,15518.442,6060930,185608,2620198,2655680,2686330,28565005138,3661391310,828
"5683",5683,29,2014,4,"Missouri",287815,3475,16282.248,15518.442,6060930,187749,2708413,2709983,2709656,31401610328,2849709420,892
"5684",5684,29,2015,1,"Missouri",289662,3649,17302.704,15916.103,6076204,189853,2647957,2660613,2677393,30523853887,15378351008,882
"5685",5685,29,2015,2,"Missouri",293316,3649,17302.704,15916.103,6076204,190349,2723403,2745817,2746220,29997316862,6663052762,843
"5686",5686,29,2015,3,"Missouri",295917,3649,17302.704,15916.103,6076204,192126,2672943,2698707,2736953,29732403246,3797923535,846
"5687",5687,29,2015,4,"Missouri",294599,3649,17302.704,15916.103,6076204,194260,2756719,2760914,2759312,33482596496,3044154594,934
"5688",5688,29,2016,1,"Missouri",296210,NA,NA,NA,6093000,192877,2689312,2705573,2728314,30915936104,15809683418,878
"5689",5689,29,2016,2,"Missouri",298905,NA,NA,NA,6093000,193976,2775033,2783024,2785439,31187764309,6859827013,863
"5690",5690,29,2016,3,"Missouri",299324,NA,NA,NA,6093000,193455,2708521,2740420,2781928,31690954057,3932471031,889
"5691",5691,29,2016,4,"Missouri",302013,NA,NA,NA,6093000,196334,2793387,2791710,2783059,33294711838,3026316656,918
"5692",5692,29,2017,1,"Missouri",301852,NA,NA,NA,NA,201317,2723949,2747603,2764925,33201677038,16771490224,930
"5693",5693,29,2017,2,"Missouri",305141,NA,NA,NA,NA,206642,2800241,2812066,2818747,32467363071,6735534888,889
"5694",5694,29,2017,3,"Missouri",309414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5695",5695,30,1963,1,"Montana",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5696",5696,30,1963,2,"Montana",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5697",5697,30,1963,3,"Montana",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5698",5698,30,1963,4,"Montana",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5699",5699,30,1964,1,"Montana",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5700",5700,30,1964,2,"Montana",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5701",5701,30,1964,3,"Montana",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5702",5702,30,1964,4,"Montana",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5703",5703,30,1965,1,"Montana",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5704",5704,30,1965,2,"Montana",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5705",5705,30,1965,3,"Montana",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5706",5706,30,1965,4,"Montana",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5707",5707,30,1966,1,"Montana",2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5708",5708,30,1966,2,"Montana",2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5709",5709,30,1966,3,"Montana",2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5710",5710,30,1966,4,"Montana",2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5711",5711,30,1967,1,"Montana",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5712",5712,30,1967,2,"Montana",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5713",5713,30,1967,3,"Montana",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5714",5714,30,1967,4,"Montana",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5715",5715,30,1968,1,"Montana",2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5716",5716,30,1968,2,"Montana",2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5717",5717,30,1968,3,"Montana",2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5718",5718,30,1968,4,"Montana",2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5719",5719,30,1969,1,"Montana",2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5720",5720,30,1969,2,"Montana",2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5721",5721,30,1969,3,"Montana",2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5722",5722,30,1969,4,"Montana",2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5723",5723,30,1970,1,"Montana",2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5724",5724,30,1970,2,"Montana",2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5725",5725,30,1970,3,"Montana",2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726",5726,30,1970,4,"Montana",2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5727",5727,30,1971,1,"Montana",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728",5728,30,1971,2,"Montana",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5729",5729,30,1971,3,"Montana",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5730",5730,30,1971,4,"Montana",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5731",5731,30,1972,1,"Montana",3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5732",5732,30,1972,2,"Montana",3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5733",5733,30,1972,3,"Montana",3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5734",5734,30,1972,4,"Montana",3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5735",5735,30,1973,1,"Montana",4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5736",5736,30,1973,2,"Montana",4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5737",5737,30,1973,3,"Montana",4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5738",5738,30,1973,4,"Montana",4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739",5739,30,1974,1,"Montana",4661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5740",5740,30,1974,2,"Montana",4661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5741",5741,30,1974,3,"Montana",4661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5742",5742,30,1974,4,"Montana",4661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743",5743,30,1975,1,"Montana",5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744",5744,30,1975,2,"Montana",5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745",5745,30,1975,3,"Montana",5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5746",5746,30,1975,4,"Montana",5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747",5747,30,1976,1,"Montana",6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5748",5748,30,1976,2,"Montana",6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5749",5749,30,1976,3,"Montana",6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5750",5750,30,1976,4,"Montana",6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5751",5751,30,1977,1,"Montana",6350,755.97012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5752",5752,30,1977,2,"Montana",6350,755.97012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5753",5753,30,1977,3,"Montana",6350,755.97012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5754",5754,30,1977,4,"Montana",6350,755.97012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5755",5755,30,1978,1,"Montana",7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5756",5756,30,1978,2,"Montana",7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5757",5757,30,1978,3,"Montana",7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5758",5758,30,1978,4,"Montana",7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5759",5759,30,1979,1,"Montana",8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5760",5760,30,1979,2,"Montana",8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5761",5761,30,1979,3,"Montana",8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5762",5762,30,1979,4,"Montana",8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5763",5763,30,1980,1,"Montana",8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5764",5764,30,1980,2,"Montana",8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5765",5765,30,1980,3,"Montana",8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5766",5766,30,1980,4,"Montana",8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767",5767,30,1981,1,"Montana",10201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768",5768,30,1981,2,"Montana",10201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5769",5769,30,1981,3,"Montana",10201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5770",5770,30,1981,4,"Montana",10201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771",5771,30,1982,1,"Montana",10206,1203.83457711443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772",5772,30,1982,2,"Montana",10206,1203.83457711443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773",5773,30,1982,3,"Montana",10206,1203.83457711443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5774",5774,30,1982,4,"Montana",10206,1203.83457711443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5775",5775,30,1983,1,"Montana",10584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776",5776,30,1983,2,"Montana",10584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5777",5777,30,1983,3,"Montana",10584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778",5778,30,1983,4,"Montana",10584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5779",5779,30,1984,1,"Montana",11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5780",5780,30,1984,2,"Montana",11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5781",5781,30,1984,3,"Montana",11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5782",5782,30,1984,4,"Montana",11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783",5783,30,1985,1,"Montana",10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5784",5784,30,1985,2,"Montana",10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5785",5785,30,1985,3,"Montana",10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5786",5786,30,1985,4,"Montana",10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5787",5787,30,1986,1,"Montana",10979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
